vector_type,size,algorithm,time_ns,comparisons
almost_sorted,1600,MergeSort,4015792,20941
almost_sorted,1600,MsdRadixQuickSort,7263500,11286
almost_sorted,1600,MsdRadixSort,3937750,0
almost_sorted,1600,QuickSort,10376584,137556
almost_sorted,1600,StringMergeSort,4208292,12028
almost_sorted,1600,TernaryQuickSort,10664667,27548
almost_sorted,1700,MergeSort,4291708,22495
almost_sorted,1700,MsdRadixQuickSort,8298875,12573
almost_sorted,1700,MsdRadixSort,4188500,0
almost_sorted,1700,QuickSort,11344750,148398
almost_sorted,1700,StringMergeSort,4426750,12930
almost_sorted,1700,TernaryQuickSort,11786000,30565
almost_sorted,1800,MergeSort,4427750,24093
almost_sorted,1800,MsdRadixQuickSort,8599167,13127
almost_sorted,1800,MsdRadixSort,4502291,0
almost_sorted,1800,QuickSort,12546417,156852
almost_sorted,1800,StringMergeSort,4822334,13766
almost_sorted,1800,TernaryQuickSort,12384125,31570
almost_sorted,1900,MergeSort,4658625,25877
almost_sorted,1900,MsdRadixQuickSort,9527292,14631
almost_sorted,1900,MsdRadixSort,4895292,0
almost_sorted,1900,QuickSort,12471208,164815
almost_sorted,1900,StringMergeSort,5046834,14817
almost_sorted,1900,TernaryQuickSort,12653625,34136
almost_sorted,2000,MergeSort,4697000,27575
almost_sorted,2000,MsdRadixQuickSort,9338959,15270
almost_sorted,2000,MsdRadixSort,5001000,0
almost_sorted,2000,QuickSort,12939542,174613
almost_sorted,2000,StringMergeSort,5261000,15731
almost_sorted,2000,TernaryQuickSort,13370417,35196
almost_sorted,2100,MergeSort,4982417,29237
almost_sorted,2100,MsdRadixQuickSort,11894667,16731
almost_sorted,2100,MsdRadixSort,5248250,0
almost_sorted,2100,QuickSort,14034084,184196
almost_sorted,2100,StringMergeSort,5439084,16643
almost_sorted,2100,TernaryQuickSort,14190709,37398
almost_sorted,2200,MergeSort,5316542,30822
almost_sorted,2200,MsdRadixQuickSort,10803708,18061
almost_sorted,2200,MsdRadixSort,5353083,0
almost_sorted,2200,QuickSort,14887875,194045
almost_sorted,2200,StringMergeSort,5701709,17510
almost_sorted,2200,TernaryQuickSort,15535542,46215
almost_sorted,2300,MergeSort,5573417,32531
almost_sorted,2300,MsdRadixQuickSort,10926917,18415
almost_sorted,2300,MsdRadixSort,5768625,0
almost_sorted,2300,QuickSort,15184250,203597
almost_sorted,2300,StringMergeSort,5981541,18392
almost_sorted,2300,TernaryQuickSort,16058084,41963
almost_sorted,2400,MergeSort,5768917,34157
almost_sorted,2400,MsdRadixQuickSort,13763916,19669
almost_sorted,2400,MsdRadixSort,6156500,0
almost_sorted,2400,QuickSort,17875792,210516
almost_sorted,2400,StringMergeSort,6278375,19299
almost_sorted,2400,TernaryQuickSort,18074958,50562
almost_sorted,2500,MergeSort,6137708,35960
almost_sorted,2500,MsdRadixQuickSort,12691458,20632
almost_sorted,2500,MsdRadixSort,6391500,0
almost_sorted,2500,QuickSort,17057042,220857
almost_sorted,2500,StringMergeSort,6563834,20267
almost_sorted,2500,TernaryQuickSort,16991750,47413
almost_sorted,2600,MergeSort,6276708,37792
almost_sorted,2600,MsdRadixQuickSort,13051792,21706
almost_sorted,2600,MsdRadixSort,7583291,0
almost_sorted,2600,QuickSort,18305000,227278
almost_sorted,2600,StringMergeSort,6862458,21310
almost_sorted,2600,TernaryQuickSort,17804917,50704
almost_sorted,2700,MergeSort,6800875,39620
almost_sorted,2700,MsdRadixQuickSort,15311167,23003
almost_sorted,2700,MsdRadixSort,7224667,0
almost_sorted,2700,QuickSort,18442916,237465
almost_sorted,2700,StringMergeSort,7181875,22301
almost_sorted,2700,TernaryQuickSort,18985917,51055
almost_sorted,2800,MergeSort,6860041,41328
almost_sorted,2800,MsdRadixQuickSort,13886708,23377
almost_sorted,2800,MsdRadixSort,7000792,0
almost_sorted,2800,QuickSort,18717167,248822
almost_sorted,2800,StringMergeSort,7462417,23229
almost_sorted,2800,TernaryQuickSort,19843708,54102
almost_sorted,2900,MergeSort,7163208,43002
almost_sorted,2900,MsdRadixQuickSort,14497042,24607
almost_sorted,2900,MsdRadixSort,7548750,0
almost_sorted,2900,QuickSort,20768500,256125
almost_sorted,2900,StringMergeSort,8032750,24127
almost_sorted,2900,TernaryQuickSort,19973958,54203
almost_sorted,3000,MergeSort,7352834,44697
almost_sorted,3000,MsdRadixQuickSort,15100583,25536
almost_sorted,3000,MsdRadixSort,7825625,0
almost_sorted,3000,QuickSort,22246167,274079
almost_sorted,3000,StringMergeSort,8181500,25094
almost_sorted,3000,TernaryQuickSort,22092667,55864
almost_sorted,100,MergeSort,187667,652
almost_sorted,100,MsdRadixQuickSort,288500,343
almost_sorted,100,MsdRadixSort,225041,0
almost_sorted,100,QuickSort,498958,7423
almost_sorted,100,StringMergeSort,195208,447
almost_sorted,100,TernaryQuickSort,524791,1065
almost_sorted,200,MergeSort,376416,1604
almost_sorted,200,MsdRadixQuickSort,675583,845
almost_sorted,200,MsdRadixSort,506792,0
almost_sorted,200,QuickSort,1059000,15209
almost_sorted,200,StringMergeSort,439042,1017
almost_sorted,200,TernaryQuickSort,1078167,2307
almost_sorted,300,MergeSort,599916,2649
almost_sorted,300,MsdRadixQuickSort,1098541,1323
almost_sorted,300,MsdRadixSort,783791,0
almost_sorted,300,QuickSort,1608708,22564
almost_sorted,300,StringMergeSort,742542,1685
almost_sorted,300,TernaryQuickSort,1833917,4323
almost_sorted,400,MergeSort,812166,3786
almost_sorted,400,MsdRadixQuickSort,1431791,1857
almost_sorted,400,MsdRadixSort,1027708,0
almost_sorted,400,QuickSort,2291708,33288
almost_sorted,400,StringMergeSort,916416,2354
almost_sorted,400,TernaryQuickSort,2544459,6056
almost_sorted,500,MergeSort,1052958,4975
almost_sorted,500,MsdRadixQuickSort,1975750,2444
almost_sorted,500,MsdRadixSort,1239416,0
almost_sorted,500,QuickSort,2935917,40551
almost_sorted,500,StringMergeSort,1138542,3071
almost_sorted,500,TernaryQuickSort,3068667,7493
almost_sorted,600,MergeSort,1290167,6188
almost_sorted,600,MsdRadixQuickSort,2254125,3066
almost_sorted,600,MsdRadixSort,1439042,0
almost_sorted,600,QuickSort,3712667,49118
almost_sorted,600,StringMergeSort,1389042,3790
almost_sorted,600,TernaryQuickSort,3616041,8518
almost_sorted,700,MergeSort,1502958,7540
almost_sorted,700,MsdRadixQuickSort,2707000,3750
almost_sorted,700,MsdRadixSort,1635833,0
almost_sorted,700,QuickSort,4148959,57143
almost_sorted,700,StringMergeSort,1655666,4557
almost_sorted,700,TernaryQuickSort,4361333,10880
almost_sorted,800,MergeSort,1732334,8877
almost_sorted,800,MsdRadixQuickSort,3184583,4650
almost_sorted,800,MsdRadixSort,1843208,0
almost_sorted,800,QuickSort,5432500,65257
almost_sorted,800,StringMergeSort,2691666,5355
almost_sorted,800,TernaryQuickSort,5028125,11495
almost_sorted,900,MergeSort,1976417,10277
almost_sorted,900,MsdRadixQuickSort,3795042,5347
almost_sorted,900,MsdRadixSort,2682958,0
almost_sorted,900,QuickSort,5317750,74563
almost_sorted,900,StringMergeSort,2190000,6133
almost_sorted,900,TernaryQuickSort,6003625,14662
almost_sorted,1000,MergeSort,2701208,11789
almost_sorted,1000,MsdRadixQuickSort,5067250,6418
almost_sorted,1000,MsdRadixSort,2366792,0
almost_sorted,1000,QuickSort,6046584,84764
almost_sorted,1000,StringMergeSort,2701416,6998
almost_sorted,1000,TernaryQuickSort,6494792,16802
almost_sorted,1100,MergeSort,2450791,13228
almost_sorted,1100,MsdRadixQuickSort,4750667,7279
almost_sorted,1100,MsdRadixSort,2725125,0
almost_sorted,1100,QuickSort,6643375,89732
almost_sorted,1100,StringMergeSort,2681375,7806
almost_sorted,1100,TernaryQuickSort,7143500,18487
almost_sorted,1200,MergeSort,2722417,14744
almost_sorted,1200,MsdRadixQuickSort,5198875,7898
almost_sorted,1200,MsdRadixSort,2760084,0
almost_sorted,1200,QuickSort,7642167,102180
almost_sorted,1200,StringMergeSort,2967167,8675
almost_sorted,1200,TernaryQuickSort,7514250,19066
almost_sorted,1300,MergeSort,2973292,16241
almost_sorted,1300,MsdRadixQuickSort,5801042,8689
almost_sorted,1300,MsdRadixSort,2950209,0
almost_sorted,1300,QuickSort,8503416,111772
almost_sorted,1300,StringMergeSort,3272250,9475
almost_sorted,1300,TernaryQuickSort,8402958,23414
almost_sorted,1400,MergeSort,3187333,17815
almost_sorted,1400,MsdRadixQuickSort,6303958,9518
almost_sorted,1400,MsdRadixSort,3218833,0
almost_sorted,1400,QuickSort,8722958,119885
almost_sorted,1400,StringMergeSort,3561750,10348
almost_sorted,1400,TernaryQuickSort,9444458,25924
almost_sorted,1500,MergeSort,3539417,19355
almost_sorted,1500,MsdRadixQuickSort,6790416,10746
almost_sorted,1500,MsdRadixSort,3477708,0
almost_sorted,1500,QuickSort,9346083,127257
almost_sorted,1500,StringMergeSort,3784500,11188
almost_sorted,1500,TernaryQuickSort,10008834,27294
almost_sorted,1600,MergeSort,3704375,20985
almost_sorted,1600,MsdRadixQuickSort,7263250,11344
almost_sorted,1600,MsdRadixSort,3829000,0
almost_sorted,1600,QuickSort,10107042,136846
almost_sorted,1600,StringMergeSort,4049834,12130
almost_sorted,1600,TernaryQuickSort,10533167,26984
almost_sorted,1700,MergeSort,3974750,22589
almost_sorted,1700,MsdRadixQuickSort,7759459,12116
almost_sorted,1700,MsdRadixSort,4024834,0
almost_sorted,1700,QuickSort,11501667,146976
almost_sorted,1700,StringMergeSort,4408250,12909
almost_sorted,1700,TernaryQuickSort,11978458,32101
almost_sorted,1800,MergeSort,4194250,24229
almost_sorted,1800,MsdRadixQuickSort,8306125,13403
almost_sorted,1800,MsdRadixSort,4374291,0
almost_sorted,1800,QuickSort,11911625,156678
almost_sorted,1800,StringMergeSort,4726167,13869
almost_sorted,1800,TernaryQuickSort,12431959,34647
almost_sorted,1900,MergeSort,4481875,25893
almost_sorted,1900,MsdRadixQuickSort,8822167,14546
almost_sorted,1900,MsdRadixSort,4512417,0
almost_sorted,1900,QuickSort,12235959,160682
almost_sorted,1900,StringMergeSort,4918167,14797
almost_sorted,1900,TernaryQuickSort,13380333,36510
almost_sorted,2000,MergeSort,4762792,27471
almost_sorted,2000,MsdRadixQuickSort,9412708,15093
almost_sorted,2000,MsdRadixSort,4793042,0
almost_sorted,2000,QuickSort,13193417,170385
almost_sorted,2000,StringMergeSort,5131750,15668
almost_sorted,2000,TernaryQuickSort,13279375,36234
almost_sorted,2100,MergeSort,5019875,29167
almost_sorted,2100,MsdRadixQuickSort,10700125,16524
almost_sorted,2100,MsdRadixSort,5389583,0
almost_sorted,2100,QuickSort,13719750,178180
almost_sorted,2100,StringMergeSort,5512750,16546
almost_sorted,2100,TernaryQuickSort,14522750,39655
almost_sorted,2200,MergeSort,5212750,30819
almost_sorted,2200,MsdRadixQuickSort,10446583,17242
almost_sorted,2200,MsdRadixSort,5431083,0
almost_sorted,2200,QuickSort,14991542,193699
almost_sorted,2200,StringMergeSort,5688750,17477
almost_sorted,2200,TernaryQuickSort,14809916,40234
almost_sorted,2300,MergeSort,5484083,32485
almost_sorted,2300,MsdRadixQuickSort,11264583,18142
almost_sorted,2300,MsdRadixSort,5647583,0
almost_sorted,2300,QuickSort,15007292,199400
almost_sorted,2300,StringMergeSort,6032166,18420
almost_sorted,2300,TernaryQuickSort,16517750,43163
almost_sorted,2400,MergeSort,5786750,34282
almost_sorted,2400,MsdRadixQuickSort,11822167,19595
almost_sorted,2400,MsdRadixSort,5953958,0
almost_sorted,2400,QuickSort,15755916,208138
almost_sorted,2400,StringMergeSort,6300167,19393
almost_sorted,2400,TernaryQuickSort,17370958,48222
almost_sorted,2500,MergeSort,6341875,36023
almost_sorted,2500,MsdRadixQuickSort,12053458,20452
almost_sorted,2500,MsdRadixSort,6442584,0
almost_sorted,2500,QuickSort,46725333,214322
almost_sorted,2500,StringMergeSort,6590708,20379
almost_sorted,2500,TernaryQuickSort,16928500,44512
almost_sorted,2600,MergeSort,6271917,37727
almost_sorted,2600,MsdRadixQuickSort,12885708,21227
almost_sorted,2600,MsdRadixSort,7744834,0
almost_sorted,2600,QuickSort,17835417,225969
almost_sorted,2600,StringMergeSort,6926458,21277
almost_sorted,2600,TernaryQuickSort,17750458,48577
almost_sorted,2700,MergeSort,6955167,39601
almost_sorted,2700,MsdRadixQuickSort,13515583,22573
almost_sorted,2700,MsdRadixSort,6912583,0
almost_sorted,2700,QuickSort,18670125,233892
almost_sorted,2700,StringMergeSort,7164458,22307
almost_sorted,2700,TernaryQuickSort,19294750,53794
almost_sorted,2800,MergeSort,6854458,41392
almost_sorted,2800,MsdRadixQuickSort,14063292,23897
almost_sorted,2800,MsdRadixSort,7200917,0
almost_sorted,2800,QuickSort,18348792,242571
almost_sorted,2800,StringMergeSort,7517541,23244
almost_sorted,2800,TernaryQuickSort,18749541,49006
almost_sorted,2900,MergeSort,7120458,43097
almost_sorted,2900,MsdRadixQuickSort,14464292,24960
almost_sorted,2900,MsdRadixSort,7749208,0
almost_sorted,2900,QuickSort,19488541,253773
almost_sorted,2900,StringMergeSort,7846375,24163
almost_sorted,2900,TernaryQuickSort,20338708,57721
almost_sorted,3000,MergeSort,7333542,44754
almost_sorted,3000,MsdRadixQuickSort,15317917,26226
almost_sorted,3000,MsdRadixSort,7872083,0
almost_sorted,3000,QuickSort,20631334,264629
almost_sorted,3000,StringMergeSort,8005625,25137
almost_sorted,3000,TernaryQuickSort,22727709,59355
almost_sorted,100,MergeSort,203417,657
almost_sorted,100,MsdRadixQuickSort,295500,314
almost_sorted,100,MsdRadixSort,251500,0
almost_sorted,100,QuickSort,531666,7271
almost_sorted,100,StringMergeSort,211917,458
almost_sorted,100,TernaryQuickSort,569667,1054
almost_sorted,200,MergeSort,408542,1599
almost_sorted,200,MsdRadixQuickSort,712583,788
almost_sorted,200,MsdRadixSort,541292,0
almost_sorted,200,QuickSort,1124667,15852
almost_sorted,200,StringMergeSort,450042,1073
almost_sorted,200,TernaryQuickSort,1244834,2566
almost_sorted,300,MergeSort,644000,2672
almost_sorted,300,MsdRadixQuickSort,1157209,1357
almost_sorted,300,MsdRadixSort,963959,0
almost_sorted,300,QuickSort,1712791,23418
almost_sorted,300,StringMergeSort,715166,1750
almost_sorted,300,TernaryQuickSort,1940833,4186
almost_sorted,400,MergeSort,865417,3788
almost_sorted,400,MsdRadixQuickSort,1545833,1780
almost_sorted,400,MsdRadixSort,1056792,0
almost_sorted,400,QuickSort,2456458,32129
almost_sorted,400,StringMergeSort,986417,2414
almost_sorted,400,TernaryQuickSort,2614458,5949
almost_sorted,500,MergeSort,1112666,5096
almost_sorted,500,MsdRadixQuickSort,2418583,2658
almost_sorted,500,MsdRadixSort,1297750,0
almost_sorted,500,QuickSort,3127792,40893
almost_sorted,500,StringMergeSort,1234417,3164
almost_sorted,500,TernaryQuickSort,3308583,7957
almost_sorted,600,MergeSort,1362416,6293
almost_sorted,600,MsdRadixQuickSort,2468250,3161
almost_sorted,600,MsdRadixSort,1566667,0
almost_sorted,600,QuickSort,4118042,49353
almost_sorted,600,StringMergeSort,1506375,3833
almost_sorted,600,TernaryQuickSort,3817916,8357
almost_sorted,700,MergeSort,1634584,7669
almost_sorted,700,MsdRadixQuickSort,3027750,3957
almost_sorted,700,MsdRadixSort,1738708,0
almost_sorted,700,QuickSort,4728959,59237
almost_sorted,700,StringMergeSort,1772792,4612
almost_sorted,700,TernaryQuickSort,4563209,9968
almost_sorted,800,MergeSort,1858375,9016
almost_sorted,800,MsdRadixQuickSort,3431666,4534
almost_sorted,800,MsdRadixSort,2347542,0
almost_sorted,800,QuickSort,5014333,68343
almost_sorted,800,StringMergeSort,2072125,5361
almost_sorted,800,TernaryQuickSort,5683958,14298
almost_sorted,900,MergeSort,2110500,10402
almost_sorted,900,MsdRadixQuickSort,4238000,5473
almost_sorted,900,MsdRadixSort,2215750,0
almost_sorted,900,QuickSort,5801666,75080
almost_sorted,900,StringMergeSort,2343875,6164
almost_sorted,900,TernaryQuickSort,6564791,15550
almost_sorted,1000,MergeSort,2380083,11977
almost_sorted,1000,MsdRadixQuickSort,4643458,6355
almost_sorted,1000,MsdRadixSort,2413000,0
almost_sorted,1000,QuickSort,6898500,86992
almost_sorted,1000,StringMergeSort,2614459,7092
almost_sorted,1000,TernaryQuickSort,7106792,19083
almost_sorted,1100,MergeSort,2645875,13321
almost_sorted,1100,MsdRadixQuickSort,5115916,6853
almost_sorted,1100,MsdRadixSort,2661417,0
almost_sorted,1100,QuickSort,7389958,95358
almost_sorted,1100,StringMergeSort,3094333,7839
almost_sorted,1100,TernaryQuickSort,7453000,18382
almost_sorted,1200,MergeSort,2919417,14723
almost_sorted,1200,MsdRadixQuickSort,5896084,7886
almost_sorted,1200,MsdRadixSort,2885916,0
almost_sorted,1200,QuickSort,8043417,102165
almost_sorted,1200,StringMergeSort,3188334,8579
almost_sorted,1200,TernaryQuickSort,8024792,18924
almost_sorted,1300,MergeSort,3198583,16351
almost_sorted,1300,MsdRadixQuickSort,6148084,8611
almost_sorted,1300,MsdRadixSort,3398917,0
almost_sorted,1300,QuickSort,9344875,112932
almost_sorted,1300,StringMergeSort,3466291,9516
almost_sorted,1300,TernaryQuickSort,9610375,24336
almost_sorted,1400,MergeSort,3500125,17834
almost_sorted,1400,MsdRadixQuickSort,7165750,9792
almost_sorted,1400,MsdRadixSort,3499542,0
almost_sorted,1400,QuickSort,9534042,121284
almost_sorted,1400,StringMergeSort,3947875,10332
almost_sorted,1400,TernaryQuickSort,9519667,23365
almost_sorted,1500,MergeSort,3724375,19459
almost_sorted,1500,MsdRadixQuickSort,7389542,10374
almost_sorted,1500,MsdRadixSort,3698875,0
almost_sorted,1500,QuickSort,10499292,133068
almost_sorted,1500,StringMergeSort,4091583,11261
almost_sorted,1500,TernaryQuickSort,10785000,27314
almost_sorted,1600,MergeSort,4002083,20982
almost_sorted,1600,MsdRadixQuickSort,7865958,11493
almost_sorted,1600,MsdRadixSort,4111334,0
almost_sorted,1600,QuickSort,11147834,139324
almost_sorted,1600,StringMergeSort,4490375,12096
almost_sorted,1600,TernaryQuickSort,12354791,35452
almost_sorted,1700,MergeSort,4411459,22490
almost_sorted,1700,MsdRadixQuickSort,8467667,12587
almost_sorted,1700,MsdRadixSort,4191000,0
almost_sorted,1700,QuickSort,11694833,147057
almost_sorted,1700,StringMergeSort,4670708,12947
almost_sorted,1700,TernaryQuickSort,12076042,30376
almost_sorted,1800,MergeSort,4537709,24146
almost_sorted,1800,MsdRadixQuickSort,9240875,13474
almost_sorted,1800,MsdRadixSort,4537750,0
almost_sorted,1800,QuickSort,12608125,158442
almost_sorted,1800,StringMergeSort,5010667,13968
almost_sorted,1800,TernaryQuickSort,12683666,31018
almost_sorted,1900,MergeSort,4864583,25919
almost_sorted,1900,MsdRadixQuickSort,10032750,14513
almost_sorted,1900,MsdRadixSort,4829500,0
almost_sorted,1900,QuickSort,14129042,170386
almost_sorted,1900,StringMergeSort,5293958,14901
almost_sorted,1900,TernaryQuickSort,13506417,32708
almost_sorted,2000,MergeSort,5079791,27608
almost_sorted,2000,MsdRadixQuickSort,11817291,15585
almost_sorted,2000,MsdRadixSort,5444792,0
almost_sorted,2000,QuickSort,14878292,178578
almost_sorted,2000,StringMergeSort,5790208,15860
almost_sorted,2000,TernaryQuickSort,14635166,36601
almost_sorted,2100,MergeSort,5363250,29179
almost_sorted,2100,MsdRadixQuickSort,11184833,16668
almost_sorted,2100,MsdRadixSort,5428375,0
almost_sorted,2100,QuickSort,15019917,184686
almost_sorted,2100,StringMergeSort,5888000,16746
almost_sorted,2100,TernaryQuickSort,16245000,37595
almost_sorted,2200,MergeSort,5901000,30852
almost_sorted,2200,MsdRadixQuickSort,13520041,17718
almost_sorted,2200,MsdRadixSort,6797583,0
almost_sorted,2200,QuickSort,16867833,201373
almost_sorted,2200,StringMergeSort,6182292,17683
almost_sorted,2200,TernaryQuickSort,15889416,40834
almost_sorted,2300,MergeSort,5956250,32575
almost_sorted,2300,MsdRadixQuickSort,12187958,18583
almost_sorted,2300,MsdRadixSort,6248416,0
almost_sorted,2300,QuickSort,16759209,205023
almost_sorted,2300,StringMergeSort,6518250,18651
almost_sorted,2300,TernaryQuickSort,16754917,41067
almost_sorted,2400,MergeSort,6215917,34200
almost_sorted,2400,MsdRadixQuickSort,12750750,19437
almost_sorted,2400,MsdRadixSort,6601875,0
almost_sorted,2400,QuickSort,17438917,216750
almost_sorted,2400,StringMergeSort,6822416,19568
almost_sorted,2400,TernaryQuickSort,17710208,42767
almost_sorted,2500,MergeSort,6583416,35996
almost_sorted,2500,MsdRadixQuickSort,13316083,20933
almost_sorted,2500,MsdRadixSort,6944542,0
almost_sorted,2500,QuickSort,17888958,223437
almost_sorted,2500,StringMergeSort,7149166,20543
almost_sorted,2500,TernaryQuickSort,18269000,45743
almost_sorted,2600,MergeSort,7035416,37707
almost_sorted,2600,MsdRadixQuickSort,14218334,21739
almost_sorted,2600,MsdRadixSort,7138792,0
almost_sorted,2600,QuickSort,18860292,233375
almost_sorted,2600,StringMergeSort,6967416,21524
almost_sorted,2600,TernaryQuickSort,18847666,52300
almost_sorted,2700,MergeSort,6640958,39542
almost_sorted,2700,MsdRadixQuickSort,13621083,23011
almost_sorted,2700,MsdRadixSort,7011375,0
almost_sorted,2700,QuickSort,18825917,247763
almost_sorted,2700,StringMergeSort,7268750,22546
almost_sorted,2700,TernaryQuickSort,20865125,60109
almost_sorted,2800,MergeSort,7037208,41254
almost_sorted,2800,MsdRadixQuickSort,14093542,23290
almost_sorted,2800,MsdRadixSort,7432333,0
almost_sorted,2800,QuickSort,20713375,256503
almost_sorted,2800,StringMergeSort,7883125,23474
almost_sorted,2800,TernaryQuickSort,19907167,52257
almost_sorted,2900,MergeSort,7428750,42983
almost_sorted,2900,MsdRadixQuickSort,14560500,24371
almost_sorted,2900,MsdRadixSort,7612916,0
almost_sorted,2900,QuickSort,20301708,263386
almost_sorted,2900,StringMergeSort,7737542,24329
almost_sorted,2900,TernaryQuickSort,19802375,53535
almost_sorted,3000,MergeSort,7425292,44717
almost_sorted,3000,MsdRadixQuickSort,15238000,26222
almost_sorted,3000,MsdRadixSort,7804375,0
almost_sorted,3000,QuickSort,21110250,271079
almost_sorted,3000,StringMergeSort,8028334,25296
almost_sorted,3000,TernaryQuickSort,21170042,59633
almost_sorted,100,MergeSort,181125,656
almost_sorted,100,MsdRadixQuickSort,286666,292
almost_sorted,100,MsdRadixSort,276500,0
almost_sorted,100,QuickSort,468375,7781
almost_sorted,100,StringMergeSort,198458,468
almost_sorted,100,TernaryQuickSort,526208,1083
almost_sorted,200,MergeSort,377708,1583
almost_sorted,200,MsdRadixQuickSort,627542,695
almost_sorted,200,MsdRadixSort,546667,0
almost_sorted,200,QuickSort,973625,14143
almost_sorted,200,StringMergeSort,422542,1054
almost_sorted,200,TernaryQuickSort,1191583,2700
almost_sorted,300,MergeSort,689250,2647
almost_sorted,300,MsdRadixQuickSort,1052792,1220
almost_sorted,300,MsdRadixSort,795625,0
almost_sorted,300,QuickSort,1606834,23523
almost_sorted,300,StringMergeSort,655625,1718
almost_sorted,300,TernaryQuickSort,1873666,4201
almost_sorted,400,MergeSort,807833,3762
almost_sorted,400,MsdRadixQuickSort,1545500,1797
almost_sorted,400,MsdRadixSort,1046167,0
almost_sorted,400,QuickSort,2241416,31458
almost_sorted,400,StringMergeSort,928834,2392
almost_sorted,400,TernaryQuickSort,2476000,5676
almost_sorted,500,MergeSort,1030500,5022
almost_sorted,500,MsdRadixQuickSort,1866584,2398
almost_sorted,500,MsdRadixSort,1260083,0
almost_sorted,500,QuickSort,2823916,41266
almost_sorted,500,StringMergeSort,1166583,3145
almost_sorted,500,TernaryQuickSort,3167584,7698
almost_sorted,600,MergeSort,1277083,6301
almost_sorted,600,MsdRadixQuickSort,2285375,3054
almost_sorted,600,MsdRadixSort,1426042,0
almost_sorted,600,QuickSort,3640417,49060
almost_sorted,600,StringMergeSort,1424541,3913
almost_sorted,600,TernaryQuickSort,3689625,9146
almost_sorted,700,MergeSort,1613666,7572
almost_sorted,700,MsdRadixQuickSort,2780875,3868
almost_sorted,700,MsdRadixSort,1637125,0
almost_sorted,700,QuickSort,4176750,57249
almost_sorted,700,StringMergeSort,1660167,4630
almost_sorted,700,TernaryQuickSort,4258334,10372
almost_sorted,800,MergeSort,1828541,8918
almost_sorted,800,MsdRadixQuickSort,3214292,4520
almost_sorted,800,MsdRadixSort,1885333,0
almost_sorted,800,QuickSort,5052875,67218
almost_sorted,800,StringMergeSort,1953250,5425
almost_sorted,800,TernaryQuickSort,5136917,13479
almost_sorted,900,MergeSort,1981000,10335
almost_sorted,900,MsdRadixQuickSort,3670292,5283
almost_sorted,900,MsdRadixSort,2112584,0
almost_sorted,900,QuickSort,5489708,74365
almost_sorted,900,StringMergeSort,2301916,6204
almost_sorted,900,TernaryQuickSort,5836542,14912
almost_sorted,1000,MergeSort,2202750,11811
almost_sorted,1000,MsdRadixQuickSort,4260958,6127
almost_sorted,1000,MsdRadixSort,2322500,0
almost_sorted,1000,QuickSort,6273083,83919
almost_sorted,1000,StringMergeSort,2441875,7001
almost_sorted,1000,TernaryQuickSort,6266708,16287
almost_sorted,1100,MergeSort,2459292,13290
almost_sorted,1100,MsdRadixQuickSort,4760000,6760
almost_sorted,1100,MsdRadixSort,2556750,0
almost_sorted,1100,QuickSort,6967416,92938
almost_sorted,1100,StringMergeSort,2716250,7837
almost_sorted,1100,TernaryQuickSort,7029583,17494
almost_sorted,1200,MergeSort,2768583,14814
almost_sorted,1200,MsdRadixQuickSort,5155500,7613
almost_sorted,1200,MsdRadixSort,2944041,0
almost_sorted,1200,QuickSort,7521125,102297
almost_sorted,1200,StringMergeSort,3013250,8741
almost_sorted,1200,TernaryQuickSort,8496125,22546
almost_sorted,1300,MergeSort,2970417,16312
almost_sorted,1300,MsdRadixQuickSort,5809084,8561
almost_sorted,1300,MsdRadixSort,3042584,0
almost_sorted,1300,QuickSort,8239125,111447
almost_sorted,1300,StringMergeSort,3276375,9523
almost_sorted,1300,TernaryQuickSort,8489417,21665
almost_sorted,1400,MergeSort,3214417,17865
almost_sorted,1400,MsdRadixQuickSort,6287209,9631
almost_sorted,1400,MsdRadixSort,3282375,0
almost_sorted,1400,QuickSort,8738667,115527
almost_sorted,1400,StringMergeSort,3567750,10386
almost_sorted,1400,TernaryQuickSort,9330917,24501
almost_sorted,1500,MergeSort,3469833,19446
almost_sorted,1500,MsdRadixQuickSort,6897000,11002
almost_sorted,1500,MsdRadixSort,3668708,0
almost_sorted,1500,QuickSort,10094625,131662
almost_sorted,1500,StringMergeSort,3819583,11229
almost_sorted,1500,TernaryQuickSort,10238084,28186
almost_sorted,1600,MergeSort,3759875,21126
almost_sorted,1600,MsdRadixQuickSort,7470334,11351
almost_sorted,1600,MsdRadixSort,3879916,0
almost_sorted,1600,QuickSort,9932083,134514
almost_sorted,1600,StringMergeSort,4112791,12217
almost_sorted,1600,TernaryQuickSort,10634791,28068
almost_sorted,1700,MergeSort,4079125,22718
almost_sorted,1700,MsdRadixQuickSort,7893417,12597
almost_sorted,1700,MsdRadixSort,4129458,0
almost_sorted,1700,QuickSort,11558416,150717
almost_sorted,1700,StringMergeSort,4440625,13031
almost_sorted,1700,TernaryQuickSort,11429500,30406
almost_sorted,1800,MergeSort,4255750,24294
almost_sorted,1800,MsdRadixQuickSort,8352459,13148
almost_sorted,1800,MsdRadixSort,4375791,0
almost_sorted,1800,QuickSort,11910791,158977
almost_sorted,1800,StringMergeSort,4643625,13845
almost_sorted,1800,TernaryQuickSort,11984750,32866
almost_sorted,1900,MergeSort,4445459,25910
almost_sorted,1900,MsdRadixQuickSort,9272875,14679
